position,target_season,player_id,player_name,games,completions_p10,completions_p50,completions_p90,attempts_p10,attempts_p50,attempts_p90,passing_yards_p10,passing_yards_p50,passing_yards_p90,passing_tds_p10,passing_tds_p50,passing_tds_p90,interceptions_p10,interceptions_p50,interceptions_p90,carries_p10,carries_p50,carries_p90,rushing_yards_p10,rushing_yards_p50,rushing_yards_p90,rushing_tds_p10,rushing_tds_p50,rushing_tds_p90,games_played_estimate,fantasy_points_p10,fantasy_points_p50,fantasy_points_p90,full_projection_p10,full_projection_p50,full_projection_p90,targets_p10,targets_p50,targets_p90,receptions_p10,receptions_p50,receptions_p90,receiving_yards_p10,receiving_yards_p50,receiving_yards_p90,receiving_tds_p10,receiving_tds_p50,receiving_tds_p90
QB,2024,00-0031280,Derek Carr,157,13.232495612582916,22.374048861180928,28.600180697314265,21.343930300398753,31.67945541653536,44.002778650911296,126.8034609718434,224.64852882486758,322.72269380649385,0.0,1.0,2.8798450756697793,0.0,0.9999734386011123,1.7852701790940317,0.0,2.124681375391276,3.937801620234761,-1.2495133203488833,1.175705400883222,14.250588688398025,0.0,0.0,0.5007841528893717,6.87593984962406,4.9471871068388475,11.1035648158808,25.28751148292684,34.01656097145959,76.34744379039843,173.87540790328265,,,,,,,,,,,,
QB,2024,00-0031345,Jimmy Garoppolo,77,8.7973183973275,18.76661359144263,26.91880281756229,16.22305545092524,29.257790155245843,39.140141554144016,97.9040755806687,201.36987065874925,297.81398149486165,0.0,1.0,2.3004445002040192,0.0,0.9999734386011123,1.8464408227039777,0.10434077703443617,2.5619889004398533,5.370860420710064,-0.44064788666853594,4.897007180329144,26.378759679363142,0.0,0.0,0.14149811322133662,6.87593984962406,3.8720982345598944,10.54454866718066,20.908320262466923,26.624314552669347,72.50368237696776,143.7643524813985,,,,,,,,,,,,
QB,2024,00-0031503,Jameis Winston,91,0.5405333632583172,11.335912172642482,24.823895224322445,1.4790131487165745,15.646127104002074,34.57675039821921,-0.3907680088725078,101.76308346770715,238.94814491886214,0.0,0.00011610630703530917,1.6039226482100977,0.0,0.0,1.8296791997712734,0.0,1.7369885920465835,3.373119384981252,-2.169447244440872,0.2085104784110202,12.00334740793937,0.0,0.0,2.656139888758746e-05,6.87593984962406,-0.2325754447989875,4.09183881177753,13.514752099239592,-1.599174768937399,28.13523754413948,92.92662251695192,,,,,,,,,,,,
QB,2024,00-0031800,Taylor Heinicke,36,6.9600699359702425,17.680992847030538,25.704336988653683,13.411327068440002,27.399378009689567,39.803598831496075,70.20459775360365,178.2076105116528,278.84419286346923,0.0,1.0,2.0304248191106975,0.0,0.0,2.001263411177688,0.0,3.23338619254267,6.211493108634132,0.1402965889165957,20.75377441415868,39.243869157036436,0.0,0.0,1.349519199865104,6.87593984962406,2.8222135690358057,13.20368186188198,27.294442283520453,19.40537074348304,90.78772227587271,187.67494337052221,,,,,,,,,,,,
QB,2024,00-0032156,Trevor Siemian,38,6.620191869368683,19.79679911532624,26.85618131240866,12.47391105634009,31.287463354772353,41.436224989651365,62.37941184966247,196.32149783247192,280.90621035014453,0.0,1.0,1.9832846637669337,0.0,0.9999734386011123,1.8141425464312468,0.0,1.5178508811446998,4.812134076100699,-0.332080002063404,5.936746119914223,21.28349296438888,0.0,0.0,0.1894100980451296,6.87593984962406,2.4619684737801584,10.446587648088075,18.805911860920688,16.928347137383117,71.83010830207928,129.3083187730223,,,,,,,,,,,,
QB,2024,00-0032268,Marcus Mariota,84,0.05856240838871595,4.3648378749941115,18.190226405695626,0.5271730933120506,10.558186732517273,27.97944175896715,0.647895637663608,51.849984872768786,233.17520420382215,0.0,0.9,1.6500722791636493,0.0,0.0,1.4595568462489164,0.0,2.099967825970976,5.666593462595679,-0.8486036568010796,4.257288434624614,33.97000730019513,0.0,0.0,0.08556443086109078,6.87593984962406,-0.05894454017356364,6.0997282383732125,16.918570907495706,-0.4052991126971725,41.94136446610754,116.33107590154002,,,,,,,,,,,,
QB,2024,00-0033077,Dak Prescott,111,14.233987740106148,22.140018293350057,28.60494459469902,24.64595225628728,34.31775750778365,42.715867510263756,153.09545213530092,252.82674217144665,340.7912140575783,0.0,1.9999734386011125,3.1624524951083663,0.0,0.9999734386011123,1.778906935855329,0.9999734386011123,3.002405929792783,5.300776093416411,0.776859072647721,13.632966116760075,30.364575119052873,0.0,0.0,1.0,6.87593984962406,6.201503992676809,17.476313175736102,31.760102182931227,42.641168430849184,120.16607818955387,218.38055222774892,,,,,,,,,,,,
QB,2024,00-0033106,Jared Goff,114,15.139084207524665,22.513390796572157,29.74188082624695,25.443103501017823,34.30094727043949,44.61057141731237,167.42185681008,253.79208068770993,348.57968850982894,0.0,1.1900000000000002,2.9867260797840776,0.0,0.9999734386011123,1.8918367472028714,0.0,1.3623267936539039,3.5028877531201834,-1.7847357514671656,0.016375131346276797,12.572700956753746,0.0,0.0,0.47335954647019335,5.555555555555555,6.518400697256483,12.9133738634408,26.20384573962026,36.21333720698046,71.74096590800444,145.5769207756681,,,,,,,,,,,,
QB,2024,00-0033119,Jacoby Brissett,75,1.503662875559552,14.553599910462045,24.435841183788046,3.6839126396851007,26.488525745476018,39.979348027970616,21.871711197844185,167.3206332088293,290.0518697387463,0.0,1.0,2.2357988954094865,0.0,0.0,1.8205378754613377,0.0,2.212770968909628,5.391017038395812,-0.5154240228986581,7.8784600066847,24.726464857514777,0.0,0.0,0.050208259827919925,6.87593984962406,0.8233260456239015,11.480671329021643,19.678090664984122,5.661140366338781,78.94040549165634,135.30536776787955,,,,,,,,,,,,
QB,2024,00-0033275,Phillip Walker,20,3.238857165415266,17.053839604106436,23.11392364610798,4.637293380441739,27.821182063462064,39.42091013610429,40.54021350029725,202.1624975871667,278.03155469609976,0.0,1.0,2.150911736914381,0.0,0.9999734386011123,1.8570974900084025,0.0,1.779517069982915,5.466480533293059,-0.6610516673134578,4.830345882743695,25.31076857359941,0.0,0.0,0.0872348489585498,5.555555555555555,1.5555033732805443,10.569587614558813,19.065200106595945,8.641685407114135,58.7199311919934,105.91777836997747,,,,,,,,,,,,
QB,2024,00-0033319,Nick Mullens,27,8.576957943147994,20.24779900873385,27.700019454754326,16.05377907244052,32.83766207417158,40.621526628365174,95.37423496677589,200.69315425647173,319.68920062341203,0.0,1.0,3.0048863399670873,0.0,0.9999734386011123,1.8690968857274024,0.0,1.6672269407970959,4.7866765066374075,-0.6738478040508743,2.8017130671996964,14.977368553124132,0.0,0.0,0.36193438537587125,5.555555555555555,3.747584618265948,10.307950599776614,24.73826278091767,20.819914545921932,57.26639222098119,137.43479322732037,,,,,,,,,,,,
QB,2024,00-0033537,Deshaun Watson,65,8.330127036578808,18.34274808155456,24.858028080490424,15.127796652310684,31.098310315212174,39.50479487963939,91.30706062242706,194.909526096557,292.1975722129625,0.0,1.0,1.7491625969421287,0.0,0.0,2.130791071322689,0.10434077703443617,3.10604128574644,6.760937144650377,0.4014473313264921,16.529710838372054,33.72357305075294,0.0,0.0,0.3764472754727909,5.555555555555555,3.692427158029732,13.449352127699484,20.054012091553673,20.51348421127629,74.7186229316638,111.4111782864093,,,,,,,,,,,,
